"dteday","cnt"
"2012-04-26",318
"2012-04-26",614
"2012-04-26",664
"2012-04-26",464
"2012-04-26",337
"2012-04-26",250
"2012-04-26",183
"2012-04-26",112
"2012-04-27",73
"2012-04-27",35
"2012-04-27",22
"2012-04-27",3
"2012-04-27",6
"2012-04-27",19
"2012-04-27",120
"2012-04-27",315
"2012-04-27",592
"2012-04-27",334
"2012-04-27",236
"2012-04-27",233
"2012-04-27",307
"2012-04-27",306
"2012-04-27",300
"2012-04-27",324
"2012-04-27",440
"2012-04-27",702
"2012-04-27",654
"2012-04-27",441
"2012-04-27",289
"2012-04-27",208
"2012-04-27",158
"2012-04-27",116
"2012-04-28",103
"2012-04-28",67
"2012-04-28",57
"2012-04-28",26
"2012-04-28",2
"2012-04-28",5
"2012-04-28",28
"2012-04-28",55
"2012-04-28",158
"2012-04-28",214
"2012-04-28",291
"2012-04-28",358
"2012-04-28",381
"2012-04-28",389
"2012-04-28",440
"2012-04-28",408
"2012-04-28",376
"2012-04-28",322
"2012-04-28",90
"2012-04-28",139
"2012-04-28",102
"2012-04-28",84
"2012-04-28",83
"2012-04-28",42
"2012-04-29",36
"2012-04-29",42
"2012-04-29",40
"2012-04-29",16
"2012-04-29",4
"2012-04-29",6
"2012-04-29",7
"2012-04-29",27
"2012-04-29",107
"2012-04-29",185
"2012-04-29",380
"2012-04-29",411
"2012-04-29",584
"2012-04-29",595
"2012-04-29",653
"2012-04-29",603
"2012-04-29",587
"2012-04-29",522
"2012-04-29",487
"2012-04-29",375
"2012-04-29",243
"2012-04-29",204
"2012-04-29",108
"2012-04-29",82
"2012-04-30",48
"2012-04-30",24
"2012-04-30",8
"2012-04-30",4
"2012-04-30",2
"2012-04-30",20
"2012-04-30",123
"2012-04-30",349
"2012-04-30",596
"2012-04-30",268
"2012-04-30",157
"2012-04-30",163
"2012-04-30",225
"2012-04-30",247
"2012-04-30",218
"2012-04-30",231
"2012-04-30",347
"2012-04-30",683
"2012-04-30",664
"2012-04-30",471
"2012-04-30",309
"2012-04-30",221
"2012-04-30",134
"2012-04-30",60
"2012-05-20",170
"2012-05-20",130
"2012-05-20",98
"2012-05-20",66
"2012-05-20",16
"2012-05-20",8
"2012-05-20",25
"2012-05-20",90
"2012-05-20",171
"2012-05-20",313
"2012-05-20",432
"2012-05-20",581
"2012-05-20",637
"2012-05-20",607
"2012-05-20",543
"2012-05-20",502
"2012-05-20",577
"2012-05-20",549
"2012-05-20",474
"2012-05-20",402
"2012-05-20",274
"2012-05-20",233
"2012-05-20",145
"2012-05-20",86
"2012-05-21",40
"2012-05-21",15
"2012-05-21",11
"2012-05-21",2
"2012-05-21",7
"2012-05-21",15
"2012-05-21",79
"2012-05-21",153
"2012-05-21",270
"2012-05-21",186
"2012-05-21",99
"2012-05-21",106
"2012-05-21",170
"2012-05-21",184
"2012-05-21",180
"2012-05-21",225
"2012-05-21",315
"2012-05-21",508
"2012-05-21",530
"2012-05-21",448
"2012-05-21",336
"2012-05-21",241
"2012-05-21",142
"2012-05-21",97
"2012-05-22",36
"2012-05-22",27
"2012-05-22",11
"2012-05-22",5
"2012-05-22",7
"2012-05-22",17
"2012-05-22",137
"2012-05-22",324
"2012-05-22",590
"2012-05-22",333
"2012-05-22",200
"2012-05-22",189
"2012-05-22",254
"2012-05-22",243
"2012-05-22",222
"2012-05-22",245
"2012-05-22",386
"2012-05-22",785
"2012-05-22",785
"2012-05-22",364
"2012-05-22",373
"2012-05-22",261
"2012-05-22",174
"2012-05-22",105
"2012-05-23",47
"2012-05-23",32
"2012-05-23",12
"2012-05-23",5
"2012-05-23",3
"2012-05-23",35
"2012-05-23",160
"2012-05-23",468
"2012-05-23",719
"2012-05-23",297
"2012-05-23",191
"2012-05-23",197
"2012-05-23",248
"2012-05-23",270
"2012-05-23",248
"2012-05-23",257
"2012-05-23",278
"2012-05-23",285
"2012-05-23",327
"2012-05-23",376
"2012-05-23",295
"2012-05-23",245
"2012-05-23",159
"2012-05-23",106
"2012-05-24",56
"2012-05-24",30
"2012-05-24",16
"2012-05-24",4
"2012-05-24",5
"2012-05-24",30
"2012-05-24",156
"2012-05-24",415
"2012-05-24",692
"2012-05-24",301
"2012-05-24",185
"2012-05-24",221
"2012-05-24",289
"2012-05-24",302
"2012-05-24",252
"2012-05-24",291
"2012-05-24",390
"2012-05-24",798
"2012-05-24",752
"2012-05-24",492
"2012-05-24",398
"2012-05-24",285
"2012-05-24",243
"2012-05-24",167
"2012-05-25",73
"2012-05-25",42
"2012-05-25",23
"2012-05-25",14
"2012-05-25",9
"2012-05-25",30
"2012-05-25",113
"2012-05-25",359
"2012-05-25",583
"2012-05-25",340
"2012-05-25",232
"2012-05-25",283
"2012-05-25",321
"2012-05-25",333
"2012-05-25",367
"2012-05-25",466
"2012-05-25",584
"2012-05-25",653
"2012-05-25",522
"2012-05-25",404
"2012-05-25",350
"2012-05-25",255
"2012-05-25",212
"2012-05-25",166
"2012-05-26",116
"2012-05-26",82
"2012-05-26",64
"2012-05-26",31
"2012-05-26",2
"2012-05-26",10
"2012-05-26",31
"2012-05-26",54
"2012-05-26",141
"2012-05-26",289
"2012-05-26",437
"2012-05-26",520
"2012-05-26",529
"2012-05-26",539
"2012-05-26",564
"2012-05-26",513
"2012-05-26",504
"2012-05-26",462
"2012-05-26",415
"2012-05-26",373
"2012-05-26",255
"2012-05-26",251
"2012-05-26",204
"2012-05-26",150
"2012-05-27",137
"2012-05-27",78
"2012-05-27",61
"2012-05-27",36
"2012-05-27",11
"2012-05-27",7
"2012-05-27",22
"2012-05-27",52
"2012-05-27",151
"2012-05-27",270
"2012-05-27",424
"2012-05-27",519
"2012-05-27",570
"2012-05-27",498
"2012-05-27",547
"2012-05-27",535
"2012-05-27",501
"2012-05-27",522
"2012-05-27",518
"2012-05-27",442
"2012-05-27",392
"2012-05-27",143
"2012-05-27",59
"2012-05-27",96
"2012-05-28",65
"2012-05-28",59
"2012-05-28",48
"2012-05-28",18
"2012-05-28",6
"2012-05-28",9
"2012-05-28",20
"2012-05-28",67
"2012-05-28",155
"2012-05-28",263
"2012-05-28",364
"2012-05-28",476
"2012-05-28",525
"2012-05-28",556
"2012-05-28",465
"2012-05-28",460
"2012-05-28",501
"2012-05-28",405
"2012-05-28",383
"2012-05-28",395
"2012-05-28",317
"2012-05-28",247
"2012-05-28",157
"2012-05-28",82
"2012-05-29",45
"2012-05-29",14
"2012-05-29",8
"2012-05-29",3
"2012-05-29",5
"2012-05-29",33
"2012-05-29",154
"2012-05-29",450
"2012-05-29",634
"2012-05-29",257
"2012-05-29",183
"2012-05-29",197
"2012-05-29",237
"2012-05-29",239
"2012-05-29",238
"2012-05-29",256
"2012-05-29",393
"2012-05-29",781
"2012-05-29",710
"2012-05-29",526
"2012-05-29",204
"2012-05-29",71
"2012-05-29",55
"2012-05-29",50
"2012-05-30",36
"2012-05-30",4
"2012-05-30",5
"2012-05-30",5
"2012-05-30",6
"2012-05-30",41
"2012-05-30",144
"2012-05-30",483
"2012-05-30",671
"2012-05-30",305
"2012-05-30",177
"2012-05-30",208
"2012-05-30",253
"2012-05-30",289
"2012-05-30",252
"2012-05-30",275
"2012-05-30",398
"2012-05-30",839
"2012-05-30",796
"2012-05-30",556
"2012-05-30",431
"2012-05-30",304
"2012-05-30",217
"2012-05-30",160
"2012-05-31",61
"2012-05-31",26
"2012-05-31",14
"2012-05-31",8
"2012-05-31",8
"2012-05-31",33
"2012-05-31",178
"2012-05-31",507
"2012-05-31",693
"2012-05-31",311
"2012-05-31",220
"2012-05-31",218
"2012-05-31",292
"2012-05-31",293
"2012-05-31",254
"2012-05-31",290
"2012-05-31",487
"2012-05-31",827
"2012-05-31",785
"2012-05-31",591
"2012-05-31",479
"2012-05-31",359
"2012-05-31",264
"2012-05-31",140
"2012-06-20",53
"2012-06-20",27
"2012-06-20",6
"2012-06-20",8
"2012-06-20",7
"2012-06-20",39
"2012-06-20",165
"2012-06-20",464
"2012-06-20",643
"2012-06-20",316
"2012-06-20",167
"2012-06-20",188
"2012-06-20",180
"2012-06-20",211
"2012-06-20",190
"2012-06-20",179
"2012-06-20",335
"2012-06-20",691
"2012-06-20",672
"2012-06-20",539
"2012-06-20",407
"2012-06-20",344
"2012-06-20",257
"2012-06-20",123
"2012-06-21",69
"2012-06-21",18
"2012-06-21",18
"2012-06-21",11
"2012-06-21",12
"2012-06-21",40
"2012-06-21",150
"2012-06-21",463
"2012-06-21",590
"2012-06-21",256
"2012-06-21",150
"2012-06-21",161
"2012-06-21",215
"2012-06-21",172
"2012-06-21",176
"2012-06-21",194
"2012-06-21",320
"2012-06-21",615
"2012-06-21",640
"2012-06-21",499
"2012-06-21",436
"2012-06-21",311
"2012-06-21",243
"2012-06-21",146
"2012-06-22",93
"2012-06-22",31
"2012-06-22",12
"2012-06-22",7
"2012-06-22",10
"2012-06-22",38
"2012-06-22",122
"2012-06-22",359
"2012-06-22",613
"2012-06-22",333
"2012-06-22",185
"2012-06-22",236
"2012-06-22",254
"2012-06-22",300
"2012-06-22",263
"2012-06-22",284
"2012-06-22",380
"2012-06-22",646
"2012-06-22",505
"2012-06-22",362
"2012-06-22",202
"2012-06-22",217
"2012-06-22",197
"2012-06-22",174
"2012-06-23",116
"2012-06-23",123
"2012-06-23",93
"2012-06-23",42
"2012-06-23",19
"2012-06-23",12
"2012-06-23",47
"2012-06-23",78
"2012-06-23",167
"2012-06-23",332
"2012-06-23",494
"2012-06-23",516
"2012-06-23",602
"2012-06-23",564
"2012-06-23",609
"2012-06-23",483
"2012-06-23",513
"2012-06-23",530
"2012-06-23",481
"2012-06-23",425
"2012-06-23",386
"2012-06-23",322
"2012-06-23",279
"2012-06-23",225
"2012-06-24",163
"2012-06-24",127
"2012-06-24",114
"2012-06-24",60
"2012-06-24",13
"2012-06-24",8
"2012-06-24",25
"2012-06-24",71
"2012-06-24",141
"2012-06-24",232
"2012-06-24",452
"2012-06-24",506
"2012-06-24",556
"2012-06-24",585
"2012-06-24",551
"2012-06-24",487
"2012-06-24",461
"2012-06-24",532
"2012-06-24",534
"2012-06-24",423
"2012-06-24",332
"2012-06-24",253
"2012-06-24",178
"2012-06-24",87
"2012-06-25",68
"2012-06-25",31
"2012-06-25",14
"2012-06-25",5
"2012-06-25",4
"2012-06-25",43
"2012-06-25",158
"2012-06-25",485
"2012-06-25",608
"2012-06-25",268
"2012-06-25",184
"2012-06-25",181
"2012-06-25",270
"2012-06-25",260
"2012-06-25",251
"2012-06-25",233
"2012-06-25",414
"2012-06-25",833
"2012-06-25",791
"2012-06-25",582
"2012-06-25",475
"2012-06-25",331
"2012-06-25",187
"2012-06-25",103
"2012-06-26",37
"2012-06-26",30
"2012-06-26",9
"2012-06-26",9
"2012-06-26",10
"2012-06-26",39
"2012-06-26",188
"2012-06-26",552
"2012-06-26",656
"2012-06-26",328
"2012-06-26",190
"2012-06-26",235
"2012-06-26",308
"2012-06-26",306
"2012-06-26",267
"2012-06-26",317
"2012-06-26",416
"2012-06-26",900
"2012-06-26",824
"2012-06-26",612
"2012-06-26",505
"2012-06-26",328
"2012-06-26",245
"2012-06-26",131
"2012-06-27",54
"2012-06-27",23
"2012-06-27",14
"2012-06-27",8
"2012-06-27",11
"2012-06-27",36
"2012-06-27",200
"2012-06-27",527
"2012-06-27",687
"2012-06-27",282
"2012-06-27",172
"2012-06-27",209
"2012-06-27",322
"2012-06-27",321
"2012-06-27",270
"2012-06-27",249
"2012-06-27",392
"2012-06-27",843
"2012-06-27",804
"2012-06-27",643
"2012-06-27",445
"2012-06-27",367
"2012-06-27",297
"2012-06-27",159
"2012-06-28",54
"2012-06-28",25
"2012-06-28",13
"2012-06-28",7
"2012-06-28",11
"2012-06-28",47
"2012-06-28",193
"2012-06-28",508
"2012-06-28",617
"2012-06-28",351
"2012-06-28",184
"2012-06-28",211
"2012-06-28",276
"2012-06-28",236
"2012-06-28",254
"2012-06-28",219
"2012-06-28",387
"2012-06-28",705
"2012-06-28",697
"2012-06-28",571
"2012-06-28",470
"2012-06-28",398
"2012-06-28",274
"2012-06-28",171
"2012-06-29",114
"2012-06-29",42
"2012-06-29",18
"2012-06-29",8
"2012-06-29",10
"2012-06-29",45
"2012-06-29",163
"2012-06-29",380
"2012-06-29",624
"2012-06-29",300
"2012-06-29",171
"2012-06-29",188
"2012-06-29",226
"2012-06-29",239
"2012-06-29",233
"2012-06-29",230
"2012-06-29",351
"2012-06-29",539
"2012-06-29",464
"2012-06-29",363
"2012-06-29",308
"2012-06-29",236
"2012-06-29",163
"2012-06-29",48
"2012-06-30",69
"2012-06-30",58
"2012-06-30",61
"2012-06-30",23
"2012-06-30",18
"2012-06-30",10
"2012-06-30",42
"2012-06-30",92
"2012-06-30",194
"2012-06-30",275
"2012-06-30",404
"2012-06-30",452
"2012-06-30",471
"2012-06-30",428
"2012-06-30",409
"2012-06-30",404
"2012-06-30",373
"2012-06-30",362
"2012-06-30",339
"2012-06-30",374
"2012-06-30",292
"2012-06-30",213
"2012-06-30",172
"2012-06-30",152
"2012-07-20",34
"2012-07-20",11
"2012-07-20",19
"2012-07-20",36
"2012-07-20",9
"2012-07-20",42
"2012-07-20",126
"2012-07-20",360
"2012-07-20",691
"2012-07-20",373
"2012-07-20",233
"2012-07-20",212
"2012-07-20",274
"2012-07-20",156
"2012-07-20",229
"2012-07-20",216
"2012-07-20",436
"2012-07-20",715
"2012-07-20",622
"2012-07-20",402
"2012-07-20",251
"2012-07-20",122
"2012-07-20",135
"2012-07-20",166
"2012-07-21",103
"2012-07-21",72
"2012-07-21",60
"2012-07-21",25
"2012-07-21",16
"2012-07-21",17
"2012-07-21",15
"2012-07-21",37
"2012-07-21",112
"2012-07-21",207
"2012-07-21",268
"2012-07-21",305
"2012-07-21",457
"2012-07-21",354
"2012-07-21",343
"2012-07-21",380
"2012-07-21",326
"2012-07-21",241
"2012-07-21",177
"2012-07-21",238
"2012-07-21",214
"2012-07-21",163
"2012-07-21",180
"2012-07-21",149
"2012-07-22",113
"2012-07-22",130
"2012-07-22",122
"2012-07-22",43
"2012-07-22",16
"2012-07-22",6
"2012-07-22",19
"2012-07-22",38
"2012-07-22",153
"2012-07-22",258
"2012-07-22",379
"2012-07-22",505
"2012-07-22",504
"2012-07-22",626
"2012-07-22",616
"2012-07-22",624
"2012-07-22",628
"2012-07-22",556
"2012-07-22",515
"2012-07-22",522
"2012-07-22",378
"2012-07-22",345
"2012-07-22",191
"2012-07-22",123
"2012-07-23",47
"2012-07-23",27
"2012-07-23",17
"2012-07-23",2
"2012-07-23",8
"2012-07-23",51
"2012-07-23",157
"2012-07-23",421
"2012-07-23",738
"2012-07-23",345
"2012-07-23",200
"2012-07-23",198
"2012-07-23",314
"2012-07-23",240
"2012-07-23",271
"2012-07-23",281
"2012-07-23",457
"2012-07-23",847
"2012-07-23",741
"2012-07-23",582
"2012-07-23",403
"2012-07-23",296
"2012-07-23",209
"2012-07-23",114
"2012-07-24",64
"2012-07-24",17
"2012-07-24",16
"2012-07-24",6
"2012-07-24",6
"2012-07-24",50
"2012-07-24",190
"2012-07-24",516
"2012-07-24",743
"2012-07-24",339
"2012-07-24",218
"2012-07-24",201
"2012-07-24",229
"2012-07-24",273
"2012-07-24",244
"2012-07-24",285
"2012-07-24",455
"2012-07-24",869
"2012-07-24",877
"2012-07-24",632
"2012-07-24",523
"2012-07-24",378
"2012-07-24",269
"2012-07-24",192
"2012-07-25",66
"2012-07-25",28
"2012-07-25",12
"2012-07-25",12
"2012-07-25",4
"2012-07-25",59
"2012-07-25",190
"2012-07-25",507
"2012-07-25",788
"2012-07-25",342
"2012-07-25",231
"2012-07-25",281
"2012-07-25",310
"2012-07-25",312
"2012-07-25",247
"2012-07-25",317
"2012-07-25",484
"2012-07-25",913
"2012-07-25",891
"2012-07-25",698
"2012-07-25",567
"2012-07-25",397
"2012-07-25",278
"2012-07-25",239
"2012-07-26",92
"2012-07-26",29
"2012-07-26",21
"2012-07-26",8
"2012-07-26",4
"2012-07-26",42
"2012-07-26",181
"2012-07-26",495
"2012-07-26",729
"2012-07-26",344
"2012-07-26",222
"2012-07-26",212
"2012-07-26",279
"2012-07-26",242
"2012-07-26",213
"2012-07-26",238
"2012-07-26",374
"2012-07-26",738
"2012-07-26",688
"2012-07-26",614
"2012-07-26",446
"2012-07-26",271
"2012-07-26",234
"2012-07-26",145
"2012-07-27",97
"2012-07-27",54
"2012-07-27",26
"2012-07-27",12
"2012-07-27",8
"2012-07-27",37
"2012-07-27",139
"2012-07-27",410
"2012-07-27",676
"2012-07-27",363
"2012-07-27",231
"2012-07-27",251
"2012-07-27",299
"2012-07-27",314
"2012-07-27",326
"2012-07-27",323
"2012-07-27",499
"2012-07-27",699
"2012-07-27",622
"2012-07-27",516
"2012-07-27",354
"2012-07-27",260
"2012-07-27",199
"2012-07-27",189
"2012-07-28",191
"2012-07-28",80
"2012-07-28",90
"2012-07-28",43
"2012-07-28",11
"2012-07-28",14
"2012-07-28",50
"2012-07-28",76
"2012-07-28",163
"2012-07-28",337
"2012-07-28",395
"2012-07-28",457
"2012-07-28",487
"2012-07-28",498
"2012-07-28",494
"2012-07-28",497
"2012-07-28",487
"2012-07-28",479
"2012-07-28",481
"2012-07-28",338
"2012-07-28",233
"2012-07-28",300
"2012-07-28",276
"2012-07-28",208
"2012-07-29",188
"2012-07-29",158
"2012-07-29",112
"2012-07-29",55
"2012-07-29",13
"2012-07-29",17
"2012-07-29",18
"2012-07-29",40
"2012-07-29",127
"2012-07-29",226
"2012-07-29",381
"2012-07-29",509
"2012-07-29",511
"2012-07-29",483
"2012-07-29",522
"2012-07-29",501
"2012-07-29",521
"2012-07-29",531
"2012-07-29",419
"2012-07-29",443
"2012-07-29",303
"2012-07-29",271
"2012-07-29",148
"2012-07-29",100
"2012-07-30",58
"2012-07-30",19
"2012-07-30",8
"2012-07-30",3
"2012-07-30",5
"2012-07-30",47
"2012-07-30",161
"2012-07-30",469
"2012-07-30",751
"2012-07-30",293
"2012-07-30",189
"2012-07-30",215
"2012-07-30",278
"2012-07-30",226
"2012-07-30",254
"2012-07-30",236
"2012-07-30",425
"2012-07-30",827
"2012-07-30",812
"2012-07-30",665
"2012-07-30",462
"2012-07-30",322
"2012-07-30",230
"2012-07-30",150
"2012-07-31",38
"2012-07-31",21
"2012-07-31",8
"2012-07-31",6
"2012-07-31",6
"2012-07-31",45
"2012-07-31",194
"2012-07-31",513
"2012-07-31",760
"2012-07-31",333
"2012-07-31",227
"2012-07-31",224
"2012-07-31",248
"2012-07-31",288
"2012-07-31",260
"2012-07-31",144
"2012-07-31",402
"2012-07-31",820
"2012-07-31",857
"2012-07-31",614
"2012-07-31",452
"2012-07-31",352
"2012-07-31",257
"2012-07-31",147
"2012-08-20",26
"2012-08-20",10
"2012-08-20",5
"2012-08-20",3
"2012-08-20",7
"2012-08-20",37
"2012-08-20",161
"2012-08-20",442
"2012-08-20",655
"2012-08-20",357
"2012-08-20",193
"2012-08-20",241
"2012-08-20",282
"2012-08-20",291
"2012-08-20",275
"2012-08-20",309
"2012-08-20",460
"2012-08-20",893
"2012-08-20",815
"2012-08-20",299
"2012-08-20",261
"2012-08-20",245
"2012-08-20",161
"2012-08-20",102
"2012-08-21",59
"2012-08-21",33
"2012-08-21",8
"2012-08-21",3
"2012-08-21",4
"2012-08-21",34
"2012-08-21",169
"2012-08-21",519
"2012-08-21",723
"2012-08-21",328
"2012-08-21",178
"2012-08-21",256
"2012-08-21",305
"2012-08-21",331
"2012-08-21",302
"2012-08-21",302
"2012-08-21",467
"2012-08-21",878
"2012-08-21",625
"2012-08-21",476
"2012-08-21",358
"2012-08-21",280
"2012-08-21",232
"2012-08-21",136
"2012-08-22",55
"2012-08-22",21
"2012-08-22",17
"2012-08-22",7
"2012-08-22",8
"2012-08-22",40
"2012-08-22",187
"2012-08-22",553
"2012-08-22",740
"2012-08-22",376
"2012-08-22",225
"2012-08-22",267
"2012-08-22",312
"2012-08-22",316
"2012-08-22",266
"2012-08-22",316
"2012-08-22",460
"2012-08-22",783
"2012-08-22",683
"2012-08-22",580
"2012-08-22",391
"2012-08-22",351
"2012-08-22",281
"2012-08-22",140
"2012-08-23",60
"2012-08-23",25
"2012-08-23",20
"2012-08-23",9
"2012-08-23",6
"2012-08-23",37
"2012-08-23",192
"2012-08-23",481
"2012-08-23",707
"2012-08-23",412
"2012-08-23",233
"2012-08-23",278
"2012-08-23",332
"2012-08-23",346
"2012-08-23",305
"2012-08-23",305
"2012-08-23",465
"2012-08-23",820
"2012-08-23",941
"2012-08-23",633
"2012-08-23",474
"2012-08-23",329
"2012-08-23",198
"2012-08-23",157
"2012-08-24",111
"2012-08-24",42
"2012-08-24",16
"2012-08-24",8
"2012-08-24",8
"2012-08-24",38
"2012-08-24",151
"2012-08-24",425
"2012-08-24",744
"2012-08-24",389
"2012-08-24",262
"2012-08-24",281
"2012-08-24",371
"2012-08-24",351
"2012-08-24",338
"2012-08-24",350
"2012-08-24",515
"2012-08-24",812
"2012-08-24",736
"2012-08-24",536
"2012-08-24",363
"2012-08-24",306
"2012-08-24",251
"2012-08-24",178
"2012-08-25",135
"2012-08-25",115
"2012-08-25",79
"2012-08-25",38
"2012-08-25",12
"2012-08-25",14
"2012-08-25",30
"2012-08-25",102
"2012-08-25",162
"2012-08-25",288
"2012-08-25",442
"2012-08-25",457
"2012-08-25",584
"2012-08-25",517
"2012-08-25",482
"2012-08-25",233
"2012-08-25",434
"2012-08-25",403
"2012-08-25",383
"2012-08-25",354
"2012-08-25",241
"2012-08-25",208
"2012-08-25",182
"2012-08-25",158
"2012-08-26",134
"2012-08-26",134
"2012-08-26",116
"2012-08-26",53
"2012-08-26",16
"2012-08-26",16
"2012-08-26",21
"2012-08-26",34
"2012-08-26",133
"2012-08-26",263
"2012-08-26",385
"2012-08-26",482
"2012-08-26",626
"2012-08-26",541
"2012-08-26",377
"2012-08-26",391
"2012-08-26",173
"2012-08-26",233
"2012-08-26",264
"2012-08-26",292
"2012-08-26",211
"2012-08-26",166
"2012-08-26",114
"2012-08-26",80
"2012-08-27",32
"2012-08-27",7
"2012-08-27",8
"2012-08-27",4
"2012-08-27",12
"2012-08-27",36
"2012-08-27",145
"2012-08-27",433
"2012-08-27",699
"2012-08-27",342
"2012-08-27",206
"2012-08-27",229
"2012-08-27",283
"2012-08-27",288
"2012-08-27",246
"2012-08-27",282
"2012-08-27",444
"2012-08-27",845
"2012-08-27",834
"2012-08-27",573
"2012-08-27",416
"2012-08-27",278
"2012-08-27",161
"2012-08-27",114
"2012-08-28",38
"2012-08-28",21
"2012-08-28",15
"2012-08-28",4
"2012-08-28",8
"2012-08-28",42
"2012-08-28",147
"2012-08-28",269
"2012-08-28",693
"2012-08-28",395
"2012-08-28",204
"2012-08-28",218
"2012-08-28",297
"2012-08-28",288
"2012-08-28",251
"2012-08-28",317
"2012-08-28",480
"2012-08-28",864
"2012-08-28",818
"2012-08-28",597
"2012-08-28",435
"2012-08-28",314
"2012-08-28",216
"2012-08-28",109
"2012-08-29",47
"2012-08-29",14
"2012-08-29",6
"2012-08-29",9
"2012-08-29",10
"2012-08-29",40
"2012-08-29",181
"2012-08-29",554
"2012-08-29",808
"2012-08-29",348
"2012-08-29",178
"2012-08-29",253
"2012-08-29",360
"2012-08-29",300
"2012-08-29",301
"2012-08-29",338
"2012-08-29",493
"2012-08-29",870
"2012-08-29",812
"2012-08-29",643
"2012-08-29",427
"2012-08-29",313
"2012-08-29",235
"2012-08-29",157
"2012-08-30",65
"2012-08-30",23
"2012-08-30",17
"2012-08-30",5
"2012-08-30",8
"2012-08-30",35
"2012-08-30",163
"2012-08-30",532
"2012-08-30",754
"2012-08-30",396
"2012-08-30",234
"2012-08-30",276
"2012-08-30",294
"2012-08-30",290
"2012-08-30",273
"2012-08-30",338
"2012-08-30",482
"2012-08-30",844
"2012-08-30",853
"2012-08-30",610
"2012-08-30",471
"2012-08-30",307
"2012-08-30",291
"2012-08-30",152
"2012-08-31",82
"2012-08-31",32
"2012-08-31",20
"2012-08-31",5
"2012-08-31",7
"2012-08-31",29
"2012-08-31",108
"2012-08-31",421
"2012-08-31",690
"2012-08-31",398
"2012-08-31",256
"2012-08-31",309
"2012-08-31",410
"2012-08-31",368
"2012-08-31",436
"2012-08-31",526
"2012-08-31",528
"2012-08-31",617
"2012-08-31",546
"2012-08-31",452
"2012-08-31",356
"2012-08-31",303
"2012-08-31",277
"2012-08-31",174
"2012-09-20",58
"2012-09-20",18
"2012-09-20",11
"2012-09-20",6
"2012-09-20",6
"2012-09-20",56
"2012-09-20",170
"2012-09-20",534
"2012-09-20",790
"2012-09-20",355
"2012-09-20",190
"2012-09-20",243
"2012-09-20",290
"2012-09-20",336
"2012-09-20",298
"2012-09-20",291
"2012-09-20",457
"2012-09-20",976
"2012-09-20",900
"2012-09-20",603
"2012-09-20",417
"2012-09-20",274
"2012-09-20",287
"2012-09-20",154
"2012-09-21",66
"2012-09-21",49
"2012-09-21",14
"2012-09-21",12
"2012-09-21",10
"2012-09-21",49
"2012-09-21",165
"2012-09-21",503
"2012-09-21",757
"2012-09-21",383
"2012-09-21",225
"2012-09-21",321
"2012-09-21",389
"2012-09-21",421
"2012-09-21",412
"2012-09-21",423
"2012-09-21",567
"2012-09-21",846
"2012-09-21",805
"2012-09-21",588
"2012-09-21",369
"2012-09-21",312
"2012-09-21",295
"2012-09-21",186
"2012-09-22",172
"2012-09-22",124
"2012-09-22",83
"2012-09-22",45
"2012-09-22",15
"2012-09-22",17
"2012-09-22",41
"2012-09-22",77
"2012-09-22",218
"2012-09-22",377
"2012-09-22",474
"2012-09-22",626
"2012-09-22",688
"2012-09-22",707
"2012-09-22",654
"2012-09-22",750
"2012-09-22",680
"2012-09-22",646
"2012-09-22",598
"2012-09-22",407
"2012-09-22",325
"2012-09-22",261
"2012-09-22",239
"2012-09-22",171
"2012-09-23",180
"2012-09-23",142
"2012-09-23",95
"2012-09-23",54
"2012-09-23",10
"2012-09-23",6
"2012-09-23",16
"2012-09-23",57
"2012-09-23",175
"2012-09-23",276
"2012-09-23",489
"2012-09-23",570
"2012-09-23",776
"2012-09-23",702
"2012-09-23",666
"2012-09-23",640
"2012-09-23",691
"2012-09-23",723
"2012-09-23",540
"2012-09-23",413
"2012-09-23",252
"2012-09-23",196
"2012-09-23",138
"2012-09-23",100
"2012-09-24",64
"2012-09-24",18
"2012-09-24",8
"2012-09-24",5
"2012-09-24",8
"2012-09-24",37
"2012-09-24",168
"2012-09-24",530
"2012-09-24",750
"2012-09-24",328
"2012-09-24",198
"2012-09-24",238
"2012-09-24",342
"2012-09-24",328
"2012-09-24",303
"2012-09-24",300
"2012-09-24",516
"2012-09-24",898
"2012-09-24",853
"2012-09-24",590
"2012-09-24",432
"2012-09-24",256
"2012-09-24",172
"2012-09-24",94
"2012-09-25",64
"2012-09-25",13
"2012-09-25",14
"2012-09-25",5
"2012-09-25",9
"2012-09-25",47
"2012-09-25",194
"2012-09-25",556
"2012-09-25",805
"2012-09-25",409
"2012-09-25",170
"2012-09-25",218
"2012-09-25",302
"2012-09-25",305
"2012-09-25",293
"2012-09-25",303
"2012-09-25",495
"2012-09-25",967
"2012-09-25",822
"2012-09-25",539
"2012-09-25",425
"2012-09-25",297
"2012-09-25",188
"2012-09-25",98
"2012-09-26",40
"2012-09-26",29
"2012-09-26",17
"2012-09-26",10
"2012-09-26",14
"2012-09-26",36
"2012-09-26",182
"2012-09-26",532
"2012-09-26",838
"2012-09-26",334
"2012-09-26",185
"2012-09-26",227
"2012-09-26",316
"2012-09-26",340
"2012-09-26",277
"2012-09-26",300
"2012-09-26",468
"2012-09-26",953
"2012-09-26",884
"2012-09-26",627
"2012-09-26",434
"2012-09-26",360
"2012-09-26",215
